Opportunity Number,Supplies Subgroup,Supplies Group,Region,Route To Market,Elapsed Days In Sales Stage,Opportunity Result,Sales Stage Change Count,Total Days Identified Through Closing,Total Days Identified Through Qualified,Opportunity Amount USD,Client Size By Revenue,Client Size By Employee Count,Revenue From Client Past Two Years,Competitor Type,Ratio Days Identified To Total Days,Ratio Days Validated To Total Days,Ratio Days Qualified To Total Days,Deal Size Category
5273872,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,91,Loss,5,55,55,0,1,1,0,Known,0,0.829982,0.170018,1
5274180,Performance Parts,Performance & Non-auto,Pacific,Reseller,48,Loss,15,88,55,46504,1,1,0,Unknown,0,0.63242,0,3
5277913,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,17,Loss,8,139,139,160000,1,5,4,Unknown,0.259366,0.183718,0.556916,5
5278102,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,23,Won,4,35,0,235000,2,2,0,Unknown,0,0.00289,0,5
5278166,Batteries & Accessories,Car Accessories,Midwest,Reseller,23,Won,3,26,26,10000,2,2,0,Unknown,0,1,0,2
5282090,Exterior Accessories,Car Accessories,Northwest,Fields Sales,91,Won,7,64,59,24000,5,1,0,Unknown,0.296584,0.343168,0.281056,2
5282485,Exterior Accessories,Car Accessories,Midwest,Reseller,91,Won,4,64,46,24545,1,1,2,Unknown,0,0.404355,0.312597,2
5285299,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,88,Loss,9,58,58,0,5,1,2,Known,0.376936,0.366609,0.256454,1
5285363,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,68,Won,5,36,30,143752,5,5,0,None,0,0.137363,0.681319,5
5285722,Shelters & RV,Performance & Non-auto,Pacific,Reseller,62,Loss,5,94,46,62005,4,5,0,Unknown,0.255342,0.232906,0,4
5287936,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,85,Loss,2,71,71,11626,1,1,0,Unknown,1,0,0,2
5289097,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,88,Loss,6,67,67,120000,1,1,0,Unknown,0.059701,0.922388,0.01791,5
5290783,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,90,Loss,5,65,65,120000,4,5,0,Unknown,0,0.143951,0.856049,5
5294520,Interior Accessories,Car Accessories,Pacific,Fields Sales,90,Loss,6,65,65,200000,1,1,0,None,0.53621,0.208012,0.255778,5
5301156,Garage & Car Care,Car Accessories,Midwest,Fields Sales,16,Loss,2,138,138,50000,5,4,0,Unknown,1,0,0,4
5301318,Exterior Accessories,Car Accessories,Midwest,Fields Sales,90,Loss,4,65,65,30000,4,5,0,Unknown,0.930448,0.069552,0,3
5304281,Garage & Car Care,Car Accessories,Northwest,Fields Sales,82,Loss,6,72,72,23255,4,3,0,Known,0.235784,0.343967,0.42025,2
5307859,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,89,Loss,5,23,23,30000,1,4,0,Unknown,0.230435,0.769565,0,3
5314901,Towing & Hitches,Car Accessories,Pacific,Other,25,Won,7,17,15,633000,5,5,0,Known,0.482143,0.142857,0.238095,7
5315381,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,43,Won,6,50,47,68098,5,3,0,Known,0.291165,0.477912,0.172691,4
5315435,Exterior Accessories,Car Accessories,Pacific,Fields Sales,87,Loss,7,66,66,465000,5,5,0,Unknown,0.364188,0.635812,0,6
5315572,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,68,Loss,6,64,64,250000,1,4,0,Known,0.926677,0.073323,0,6
5315702,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,83,Loss,2,71,71,7750,1,1,0,Unknown,1,0,0,1
5315735,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,89,Loss,3,65,65,46504,1,1,0,Unknown,0.721109,0.278891,0,3
5315855,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,53,Loss,2,101,101,7750,3,3,0,Unknown,1,0,0,1
5324294,Towing & Hitches,Car Accessories,Midwest,Fields Sales,58,Loss,5,46,46,10000,3,4,0,Unknown,0.402626,0.260394,0.33698,2
5324411,Exterior Accessories,Car Accessories,Pacific,Fields Sales,36,Won,5,34,34,23000,5,4,0,None,0,0.414925,0.585075,2
5331603,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,68,Loss,4,86,86,51000,5,1,4,Known,0.2,0.48538,0.31462,4
5331736,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,58,Loss,6,87,87,20000,2,2,0,Unknown,0.895954,0.104046,0,2
5333972,Garage & Car Care,Car Accessories,Midwest,Fields Sales,89,Loss,2,64,64,55000,5,1,0,Unknown,1,0,0,4
5337931,Replacement Parts,Car Accessories,Midwest,Reseller,81,Loss,9,47,47,30674,5,3,0,Unknown,0.809725,0.021142,0.169133,3
5340622,Garage & Car Care,Car Accessories,Northwest,Fields Sales,88,Loss,4,65,65,325301,1,1,0,Unknown,0.643077,0.356923,0,6
5341048,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,7,Loss,4,146,146,130000,5,5,0,None,0.00206,0.320742,0.677198,5
5341206,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,45,Won,6,42,39,4498,3,1,0,Unknown,0.019093,0.319809,0.596659,1
5341332,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,45,Loss,8,95,95,29069,5,2,0,Unknown,0,0.627368,0.372632,3
5345905,Garage & Car Care,Car Accessories,Midwest,Reseller,23,Won,4,36,36,61200,3,3,0,Unknown,0,0.306407,0.693593,4
5348582,Exterior Accessories,Car Accessories,Midwest,Fields Sales,43,Won,11,65,65,31919,5,4,3,Unknown,0.87057,0,0.12943,3
5348590,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,35,Loss,3,118,118,150000,3,5,0,Known,0.348639,0.651361,0,5
5351597,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,90,Loss,2,63,63,170000,3,1,0,Known,0,1,0,5
5351884,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,81,Loss,4,72,72,200000,5,1,0,Known,0.88424,0.11576,0,5
5357385,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,84,Loss,4,69,69,74999,4,1,0,Unknown,0.908029,0.091971,0,4
5360412,Shelters & RV,Performance & Non-auto,Pacific,Other,72,Loss,6,15,15,77507,1,5,0,Known,0.790541,0,0.209459,4
5360997,Garage & Car Care,Car Accessories,Midwest,Reseller,24,Won,12,23,14,154000,5,4,0,Known,0,0.008889,0.626667,5
5361021,Garage & Car Care,Car Accessories,Midwest,Reseller,47,Loss,7,100,100,15000,3,3,0,None,0.004016,0.995984,0,2
5361225,Interior Accessories,Car Accessories,Northwest,Fields Sales,48,Loss,3,102,102,98795,3,2,0,Unknown,1,0,0,4
5363591,Car Electronics,Car Electronics,Midwest,Fields Sales,27,Won,9,104,98,173257,1,5,4,Unknown,0.809387,0.130268,0.000958,5
5363612,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,91,Loss,5,61,61,245398,4,4,0,Known,0.263844,0.736156,0,5
5366876,Exterior Accessories,Car Accessories,Midwest,Fields Sales,20,Loss,14,125,125,100000,1,5,0,Known,0.030303,0.623604,0.346093,5
5369435,Interior Accessories,Car Accessories,Midwest,Fields Sales,85,Loss,2,67,67,185000,2,4,0,Known,0,0,1,5
5373563,Exterior Accessories,Car Accessories,Midwest,Other,90,Won,4,32,13,468189,2,5,0,Unknown,0,0,0.385802,6
5377214,Replacement Parts,Car Accessories,Midwest,Fields Sales,91,Loss,2,61,61,60000,3,4,0,Known,0,1,0,4
5377721,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,33,Loss,3,26,26,15501,1,1,0,Unknown,1,0,0,2
5380129,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,80,Loss,6,71,71,50000,2,5,0,Known,0.139045,0.172753,0.688202,4
5380249,Replacement Parts,Car Accessories,Pacific,Other,75,Loss,5,67,67,20000,4,2,0,Unknown,0,0.975976,0.024024,2
5380500,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,87,Loss,7,65,58,170516,1,1,0,Unknown,0.388889,0.04321,0.464506,5
5382666,Replacement Parts,Car Accessories,Midwest,Fields Sales,76,Loss,6,75,75,100000,5,4,0,Unknown,0.183024,0.697613,0.119363,5
5382820,Exterior Accessories,Car Accessories,Pacific,Reseller,79,Loss,6,55,55,23252,3,3,0,Unknown,0,0.19633,0.80367,2
5385944,Replacement Parts,Car Accessories,Northwest,Reseller,59,Loss,2,92,92,140000,3,3,0,Unknown,0,1,0,5
5388422,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,72,Loss,5,78,78,50000,5,1,0,Unknown,0,0.557398,0.442602,4
5388683,Shelters & RV,Performance & Non-auto,Pacific,Reseller,91,Loss,6,25,25,50000,4,3,0,Unknown,0,1,0,4
5391863,Replacement Parts,Car Accessories,Northwest,Fields Sales,59,Loss,7,85,85,250000,4,5,0,None,0.055164,0.221831,0.723005,6
5392693,Tires & Wheels,Tires & Wheels,Pacific,Reseller,16,Loss,3,134,134,155045,1,1,0,Unknown,1,0,0,5
5392794,Garage & Car Care,Car Accessories,Midwest,Reseller,23,Won,4,34,34,37370,1,1,0,Unknown,0,1,0,3
5396044,Towing & Hitches,Car Accessories,Midwest,Fields Sales,74,Loss,7,75,75,200000,5,1,0,Unknown,0,0.604027,0.395973,5
5396270,Exterior Accessories,Car Accessories,Midwest,Reseller,91,Won,7,39,39,90000,1,1,0,Known,0,0.204663,0.795337,4
5396450,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,102,Won,4,6,1,30000,1,1,0,Unknown,0,0,0.125,3
5397145,Replacement Parts,Car Accessories,Northwest,Reseller,69,Loss,9,76,76,10000,1,3,0,Unknown,0.090551,0.909449,0,2
5403405,Exterior Accessories,Car Accessories,Northwest,Fields Sales,64,Loss,6,83,83,30000,4,3,0,Unknown,0.353083,0.310762,0.336155,3
5403677,Towing & Hitches,Car Accessories,Midwest,Fields Sales,65,Loss,5,86,86,50000,1,5,0,Unknown,0.148364,0.436916,0.41472,4
5404143,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,23,Won,3,33,33,7750,5,2,0,Unknown,1,0,0,1
5404239,Batteries & Accessories,Car Accessories,Pacific,Reseller,83,Loss,2,67,67,7750,3,3,0,Unknown,1,0,0,1
5407042,Exterior Accessories,Car Accessories,Midwest,Fields Sales,57,Loss,6,93,93,150000,1,2,0,Known,0.005382,0.314316,0.680301,5
5407439,Exterior Accessories,Car Accessories,Midwest,Fields Sales,91,Loss,8,59,42,15000,1,4,0,Unknown,0.071672,0.298635,0.351536,2
5407799,Garage & Car Care,Car Accessories,Pacific,Reseller,89,Loss,6,55,55,70000,3,2,0,Unknown,0,0.961468,0.038532,4
5410369,Batteries & Accessories,Car Accessories,Northwest,Fields Sales,68,Loss,3,1,1,750000,2,4,0,Unknown,1,0,0,7
5413428,Replacement Parts,Car Accessories,Midwest,Fields Sales,91,Won,5,23,23,217000,1,5,3,None,0,0,1,5
5413587,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,81,Loss,6,68,68,500000,5,1,4,Known,0.140351,0.388889,0.47076,7
5413627,Performance Parts,Performance & Non-auto,Pacific,Reseller,64,Loss,4,59,59,390637,1,1,0,Unknown,0,1,0,6
5415690,Replacement Parts,Car Accessories,Northwest,Fields Sales,91,Loss,4,56,56,95000,4,1,0,Unknown,0.538324,0.461676,0,4
5418345,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,90,Loss,10,58,58,100000,1,3,0,Unknown,0.075601,0.132302,0.786942,5
5422907,Replacement Parts,Car Accessories,Northwest,Reseller,59,Loss,2,90,90,60000,3,4,0,Unknown,0,1,0,4
5425130,Replacement Parts,Car Accessories,Midwest,Fields Sales,91,Loss,5,58,58,9202,5,3,0,Unknown,0.504318,0.189983,0.305699,1
5425217,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,33,Loss,9,106,106,400000,1,3,0,Known,0.214892,0.554194,0.230914,6
5425330,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,129,Won,4,21,20,190000,5,1,0,None,0.975728,0.004854,0,5
5427922,Garage & Car Care,Car Accessories,Pacific,Fields Sales,86,Loss,4,63,63,100000,1,1,0,Known,0.350794,0.177778,0.471429,5
5428235,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,74,Won,6,73,15,52000,2,4,0,Known,0.004093,0.177353,0.017735,4
5428667,Shelters & RV,Performance & Non-auto,Northwest,Reseller,41,Loss,3,3,3,68500,4,1,0,Unknown,0,1,0,4
5428710,Shelters & RV,Performance & Non-auto,Northwest,Reseller,44,Loss,3,76,76,96250,3,3,0,Unknown,0,1,0,4
5428711,Towing & Hitches,Car Accessories,Pacific,Reseller,16,Loss,3,133,0,0,5,5,0,Unknown,0,0.002257,0,1
5431099,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,82,Loss,4,67,67,64417,1,3,0,Known,0.10847,0.057949,0.833581,4
5431149,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,80,Loss,11,68,68,245398,5,1,0,Unknown,0,0.657312,0.342688,5
5431772,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,81,Loss,3,33,33,77507,1,1,0,Unknown,0,1,0,4
5434463,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,90,Loss,4,59,59,100000,3,5,0,Known,0.510135,0.118243,0.371622,5
5435168,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,60,Loss,6,88,88,52631,1,1,0,Unknown,0.447339,0.174405,0.378256,4
5438731,Car Electronics,Car Electronics,Midwest,Fields Sales,16,Loss,2,132,132,100000,4,5,0,Unknown,1,0,0,5
5438822,Batteries & Accessories,Car Accessories,Pacific,Reseller,62,Loss,2,87,87,155014,1,1,0,Unknown,0,1,0,5
5438954,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,23,Won,4,28,28,15501,1,1,0,Unknown,0,0.003546,0.996454,2
5442330,Batteries & Accessories,Car Accessories,Pacific,Reseller,83,Loss,3,66,24,22000,5,4,0,Unknown,0,0.368741,0,2
5444598,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,79,Loss,4,56,56,57000,1,5,0,Known,0.205357,0.794643,0,4
5447526,Exterior Accessories,Car Accessories,Northwest,Other,89,Won,5,29,24,58139,1,5,0,Unknown,0,0.302405,0.522337,4
5447876,Towing & Hitches,Car Accessories,Northwest,Fields Sales,88,Loss,3,60,60,30120,4,1,0,Known,0.22351,0,0.77649,3
5448266,Replacement Parts,Car Accessories,Northwest,Reseller,86,Loss,7,23,23,14529,3,2,0,Unknown,0,1,0,2
5450627,Exterior Accessories,Car Accessories,Midwest,Fields Sales,86,Won,6,47,34,18518,2,1,0,Known,0.350427,0.194444,0.179487,2
5450984,Towing & Hitches,Car Accessories,Northwest,Fields Sales,41,Loss,5,107,107,101000,1,3,0,Unknown,0.384687,0.615313,0,5
5451200,Shelters & RV,Performance & Non-auto,Northwest,Reseller,17,Loss,7,131,131,116279,1,1,0,Unknown,0.06865,0.320366,0.610984,5
5451827,Garage & Car Care,Car Accessories,Midwest,Fields Sales,23,Won,3,45,45,1,1,3,0,Unknown,1,0,0,1
5451881,Performance Parts,Performance & Non-auto,Northwest,Reseller,49,Loss,8,89,89,8552,2,1,0,Unknown,0.510638,0.410974,0.078387,1
5454028,Towing & Hitches,Car Accessories,Northwest,Reseller,51,Loss,3,97,97,80000,1,3,0,Unknown,0.012358,0.987642,0,4
5454780,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,67,Loss,7,81,81,300000,5,5,0,Unknown,0.181366,0.131677,0.686957,6
5455055,Garage & Car Care,Car Accessories,Pacific,Reseller,148,Won,1,0,0,4650,1,1,0,Unknown,0,0,0,1
5458269,Exterior Accessories,Car Accessories,Midwest,Reseller,73,Loss,6,75,75,150000,5,5,0,Unknown,0,0.921017,0.078983,5
5463048,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,84,Won,7,31,31,16300,4,2,0,Unknown,0.019293,0.250804,0.729904,2
5466528,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,91,Loss,5,31,31,80000,5,5,0,Known,0.477419,0.522581,0,4
5467402,Shelters & RV,Performance & Non-auto,Northwest,Reseller,49,Loss,4,96,96,8815,1,1,0,Unknown,0.105208,0.894792,0,1
5471042,Interior Accessories,Car Accessories,Midwest,Fields Sales,65,Loss,5,83,83,1000,1,4,0,Unknown,0.287273,0.550303,0.162424,1
5471158,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,24,Won,12,37,21,95000,4,3,0,Known,0.08311,0.072386,0.404826,4
5474319,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,86,Loss,7,60,60,400000,1,1,4,Known,0.454698,0.268456,0.276846,6
5476776,Shelters & RV,Performance & Non-auto,Pacific,Other,65,Loss,6,78,78,100000,1,1,0,Known,0.019133,0,0.980867,5
5480260,Replacement Parts,Car Accessories,Midwest,Fields Sales,73,Loss,3,74,74,51000,4,5,0,Unknown,0.83288,0.16712,0,4
5480503,Garage & Car Care,Car Accessories,Midwest,Fields Sales,23,Won,3,44,44,100,1,4,0,Unknown,1,0,0,1
5482848,Replacement Parts,Car Accessories,Northwest,Fields Sales,73,Loss,2,0,0,98684,4,1,0,Unknown,0,0,0,4
5483282,Exterior Accessories,Car Accessories,Pacific,Other,30,Loss,4,117,117,375000,1,1,0,Known,1,0,0,6
5483308,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,44,Loss,3,102,102,31002,1,4,0,None,1,0,0,3
5483322,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,89,Loss,4,56,56,75000,1,1,0,Known,0.716312,0.283688,0,4
5483330,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,89,Loss,4,56,56,75000,1,1,0,Known,0.716312,0.283688,0,4
5483350,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,89,Loss,4,56,56,75000,1,2,0,Known,0.716312,0.283688,0,4
5483695,Exterior Accessories,Car Accessories,Midwest,Reseller,78,Loss,5,33,33,150000,5,1,2,Unknown,0,0.94864,0.05136,5
5486750,Motorcycle Parts,Performance & Non-auto,Midwest,Fields Sales,68,Loss,5,77,77,18404,5,1,4,Known,0.088542,0.90625,0.005208,2
5486957,Shelters & RV,Performance & Non-auto,Pacific,Other,76,Loss,3,71,71,450000,5,5,0,Known,0,0.25884,0.74116,6
5487795,Exterior Accessories,Car Accessories,Midwest,Reseller,23,Won,2,0,0,5850,5,3,0,Unknown,0,0,0,1
5490210,Exterior Accessories,Car Accessories,Northwest,Fields Sales,44,Won,6,18,13,0,5,1,0,Known,0.081967,0.169399,0.480874,1
5490368,Garage & Car Care,Car Accessories,Midwest,Reseller,72,Loss,6,53,53,5000,5,4,0,Unknown,0.259048,0.740952,0,1
5490685,Replacement Parts,Car Accessories,Midwest,Reseller,58,Loss,9,31,31,50000,4,1,0,Unknown,0.009709,0.501618,0.488673,4
5492984,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,58,Loss,5,89,89,200000,5,5,0,Known,0.279096,0.332203,0.388701,5
5493078,Exterior Accessories,Car Accessories,Midwest,Reseller,67,Loss,9,80,80,20000,3,2,0,None,0.046424,0.835634,0.117942,2
5493103,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,65,Loss,6,82,82,61000,1,1,0,Known,0.072304,0.221814,0.705882,4
5493176,Batteries & Accessories,Car Accessories,Pacific,Reseller,84,Loss,2,63,63,77507,1,1,0,Unknown,1,0,0,4
5495168,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,92,Loss,6,47,47,105000,5,5,0,Unknown,0.109705,0.491561,0.398734,5
5495199,Exterior Accessories,Car Accessories,Midwest,Reseller,24,Won,4,23,14,61349,4,1,0,Known,0,0,0.583691,4
5495277,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,81,Loss,4,62,62,250000,1,1,0,Known,0.045089,0.954911,0,6
5495506,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,60,Loss,3,86,86,0,1,3,0,Known,0,0.00813,0.99187,1
5495825,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,18,Won,17,125,87,25739,1,1,0,Unknown,0,0.449799,0.249799,3
5495868,Batteries & Accessories,Car Accessories,Midwest,Reseller,23,Won,5,18,18,55000,1,4,1,Unknown,0,1,0,4
5495902,Batteries & Accessories,Car Accessories,Midwest,Reseller,23,Won,3,24,24,12870,1,1,0,Unknown,0,1,0,2
5497032,Motorcycle Parts,Performance & Non-auto,Northwest,Reseller,53,Loss,11,91,91,23255,5,5,0,Unknown,0.305252,0.66849,0.026258,2
5500487,Towing & Hitches,Car Accessories,Midwest,Other,67,Won,4,27,27,400000,5,4,4,Unknown,0.130597,0,0.869403,6
5500882,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,89,Loss,4,53,53,30674,1,3,0,Unknown,0,1,0,3
5501235,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,56,Loss,6,66,66,50000,1,2,0,Unknown,0,0.980183,0.019817,4
5503999,Shelters & RV,Performance & Non-auto,Northwest,Fields Sales,36,Loss,6,109,109,400000,3,4,0,Known,0.056673,0.275137,0.66819,6
5506729,Exterior Accessories,Car Accessories,Midwest,Reseller,24,Won,8,31,31,31500,1,1,0,Unknown,0.235294,0.385621,0.379085,3
5511746,Batteries & Accessories,Car Accessories,Pacific,Fields Sales,128,Won,4,17,17,178015,1,1,4,Unknown,0.345029,0.450292,0.204678,5
5512008,Interior Accessories,Car Accessories,Midwest,Fields Sales,83,Loss,6,52,52,100000,3,3,0,Known,0.214286,0.785714,0,5
5512109,Shelters & RV,Performance & Non-auto,Pacific,Fields Sales,74,Won,4,35,35,255000,1,3,0,Known,0,0.582386,0.417614,6
5515709,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,83,Loss,2,63,63,350000,3,4,4,Known,1,0,0,6
5515728,Batteries & Accessories,Car Accessories,Midwest,Fields Sales,78,Loss,2,67,67,100000,3,3,0,Unknown,1,0,0,5
5515914,Motorcycle Parts,Performance & Non-auto,Pacific,Fields Sales,91,Loss,3,54,54,50000,5,5,0,Unknown,0.976103,0.023897,0,4
5516000,Exterior Accessories,Car Accessories,Pacific,Reseller,44,Loss,2,102,102,7750,4,5,0,Unknown,1,0,0,1
5516175,Shelters & RV,Performance & Non-auto,Northwest,Reseller,89,Loss,3,56,56,180722,1,3,0,Unknown,0.187835,0.812165,0,5
5518743,Motorcycle Parts,Performance & Non-auto,Midwest,Reseller,84,Loss,5,26,25,134382,1,1,0,Known,0,0.911197,0.050193,5
5518901,Performance Parts,Performance & Non-auto,Midwest,Fields Sales,86,Loss,5,55,55,50000,1,1,0,Known,0.145719,0.854281,0,4
5521519,Exterior Accessories,Car Accessories,Pacific,Fields Sales,65,Loss,2,0,0,100000,4,5,4,Unknown,0,0,0,5
5521791,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,80,Won,5,24,24,1,1,1,4,Unknown,0.025316,0.139241,0.835443,1
5522222,Exterior Accessories,Car Accessories,Midwest,Reseller,23,Won,5,17,13,1000,1,2,0,Unknown,0,0.632184,0.091954,1
5524637,Towing & Hitches,Car Accessories,Midwest,Fields Sales,89,Loss,2,55,55,30000,1,1,0,Unknown,0,1,0,3
5524702,Exterior Accessories,Car Accessories,Pacific,Fields Sales,115,Won,4,30,28,704862,1,1,0,Known,0.006711,0.936242,0,7
5524748,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,38,Loss,2,0,0,50000,4,5,0,Unknown,0,0,0,4
5524843,Towing & Hitches,Car Accessories,Midwest,Fields Sales,89,Loss,2,55,55,50000,1,5,0,Known,0,1,0,4
5527661,Shelters & RV,Performance & Non-auto,Midwest,Reseller,23,Loss,4,28,28,25000,3,4,0,Known,0.417857,0.582143,0,3
5528041,Garage & Car Care,Car Accessories,Midwest,Reseller,75,Loss,4,69,69,3000,1,1,0,Unknown,0,0,1,1
5534468,Shelters & RV,Performance & Non-auto,Pacific,Other,91,Won,5,54,54,57659,1,1,0,Known,0.326493,0.005597,0.66791,4
5535008,Batteries & Accessories,Car Accessories,Pacific,Reseller,23,Won,3,18,18,36583,1,1,0,Unknown,0,1,0,3
5535043,Interior Accessories,Car Accessories,Midwest,Reseller,23,Won,3,26,26,145000,1,1,0,Unknown,0,1,0,5
5535051,Garage & Car Care,Car Accessories,Midwest,Reseller,23,Won,4,14,14,75000,5,5,0,Unknown,0,0.007246,0.992754,4
5535073,Motorcycle Parts,Performance & Non-auto,Pacific,Reseller,23,Won,5,19,5,23252,1,5,0,Unknown,0,0.280423,0,2
5537103,Performance Parts,Performance & Non-auto,Pacific,Reseller,91,Loss,6,21,21,40000,1,1,0,Unknown,0,1,0,3
5537121,Shelters & RV,Performance & Non-auto,Midwest,Fields Sales,91,Won,6,48,46,50000,1,2,0,Unknown,0.137787,0.528184,0.292276,4
5537218,Replacement Parts,Car Accessories,Midwest,Fields Sales,68,Loss,4,74,74,120000,5,1,0,Known,0.447439,0.552561,0,5
5537295,Towing & Hitches,Car Accessories,Midwest,Reseller,69,Loss,5,75,75,20000,2,4,0,Unknown,0.284574,0.026596,0.68883,2
5537398,Towing & Hitches,Car Accessories,Pacific,Fields Sales,86,Loss,8,58,58,130000,2,1,0,Known,0.017331,0.779896,0.202773,5
